[run number],energia_inicial,lixo_normal,nAssassinos,energ_alimento,alimento,limiteResiduos,nComiloes,assassinos?,lixo_toxico,mostrarCargaDeposito?,nLimpadores,mostra_energia?,n_depositos,mostra_carga?,[step],count turtles
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,280,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,281,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,282,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,283,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,284,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,285,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,286,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,287,8
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,288,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,289,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,290,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,291,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,292,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,293,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,294,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,295,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,296,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,297,7
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,298,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,299,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,300,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,301,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,302,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,303,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,304,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,305,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,306,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,307,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,308,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,309,6
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,310,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,311,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,312,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,313,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,314,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,315,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,316,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,317,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,318,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,319,5
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,320,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,321,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,322,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,323,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,324,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,325,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,326,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,327,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,328,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,329,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,330,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,331,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,332,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,333,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,334,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,335,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,336,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,337,4
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,338,3
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,339,3
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,340,3
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,341,3
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,342,3
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,343,3
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,344,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,345,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,346,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,347,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,348,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,349,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,350,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,351,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,352,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,353,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,354,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,355,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,356,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,357,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,358,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,359,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,360,2
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,361,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,362,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,363,1
